adresses;balances
"""0x12197003cb5ccbcfc73db24370b37b010650d125""";"""39095797753026105480264761020"""
"""0x0143862550a5cac7cd9995252068f2a2ce017b88""";"""38529947838378542474685975886"""
"""0x73dd8f7d11a1d034ad563775eafdf97ae83e6773""";"""38428492555776247693745794510"""
"""0x5a3d3008f77bad5180765a188d7c13c126c3ce04""";"""37622265562125895112815508935"""
"""0x88cb427f4e5fe4315d15687ffa74a91d9619441e""";"""37530157829908899906826674513"""
"""0x746f64083676bfdd403db8f63f931a50673ff279""";"""36834997789258887943866299086"""
"""0x3a46f78f6d0a83081f7c612af922d8d0bfe4e3d0""";"""36807041300888234426350820225"""
"""0x9492c9f7158bf0f1213bfaa4cceb6789e82cde08""";"""35118571845490238035979749809"""
"""0xbdea4b975451a2def3b546775b8ee7a8a876bd8f""";"""34529668518102989797168230908"""
"""0x6e6c4b83e6e17be35a9ee12b42be560539ddb8b6""";"""33957489937970550569324972748"""
"""0x1ee561979f04ce207081bec60b3094c80bfcbfd1""";"""33000000000000000047663278919"""
"""0x8c45ae8539c557923f96713d1bd5870c5cb0234e""";"""32150401367718344721044837366"""
"""0xf674d20ad9d75fc8c7907dc8aa15cefe0984a931""";"""31413355033656493203398213236"""
"""0x28578defe2f2655ed040cc74b8ac997a83dcb47f""";"""30000000000000000000000000000"""
"""0x607c81195749d2ebd79ffea022a9c7214f08e7ed""";"""29686727966691557437479501786"""
"""0x8bf60b5ad9ab2608349580e00d477146712ca03a""";"""29406152206553404812438090314"""
"""0x5c73ad68bc12c96491f902c1545030d32f4cd70e""";"""28105135405302403567697539600"""
"""0x566220e7eea98bd9c9fb71412a39abb9f71ac9d1""";"""27888100709949078069942591112"""
"""0x7c18192491182395db00dad7f026f0c0a55ea3d0""";"""27717395314463070596986046846"""
"""0x214ad919e9a7866ff85cf98631c339eda3671e11""";"""27234144912674108088814165760"""
"""0xd907953d01c73f0dffb9a75555f37a3084ce8d02""";"""25921734934037941554076968558"""
"""0xd36ef20d50f227651b79a72bc165b69a31a87c38""";"""24892957265192771839681079749"""
"""0x4df6d61a1e5be3c36c892ee89391242c9cbb1ee4""";"""24844273671170546828342309546"""
"""0xce9134a823997bbaba993970bdde006753bcc997""";"""23575711205485243100450365687"""
"""0xaf1d0b2087f149784a50fdbfd5dbda16189c4d77""";"""23436861791758729998863358955"""
"""0x28c5a733f7f6e6753f6d3f11f79d72e3ccfe8260""";"""22748922410104524861731221830"""
"""0xc9a667f951bab05d3597c1dc6cd8ce4079f378bb""";"""22735656197350990246194719395"""
"""0xd7b52e906d3186c1240bbad550d220e8d34e2e48""";"""22247719848513282220884724749"""
"""0x9f364006176167a7706a8c7c8514c64e713552c5""";"""22024933937000000000000000000"""
"""0x450034f82b401e83b255a8551936f08014364ae4""";"""22000000000000000013482458720"""
"""0xc8b1b4b68f5a604fcb3079ae7b999dd2b656080f""";"""21333362883747210863630829445"""
"""0x9fbf352ebbf627948d68ba0b45b8a5db4182f0c3""";"""20824117325930434991625752786"""
"""0xc8c6ef5e50181c5c75c7784ae93113e8b3cdf886""";"""20754214904393532633068912967"""
"""0xb46f1fb7f7726821e8942b7a2ccaf6a3a4308926""";"""20227237743000000000000000000"""
"""0x7dd1f341e665afc7c0b0e17cd423ec0a2b795cc3""";"""20000000000000000105042395072"""
"""0xfd1ba932155fa47ca0ff8dfd5decd92047c77c7f""";"""19740837115613161418228905815"""
"""0x9fa9b74f05c84c9adab03db9e825c5fd435dbd74""";"""19199377162205519414009037158"""
"""0x00c3348551f34450a7de1067d18f5e3da6565314""";"""18175376683776845003457331524"""
"""0x9afa3336a319b8972052728640f4f5bbd00506ac""";"""17247890490458221738350847689"""
"""0x81c99e968734bf0bf8b8aca6ad1b2dcb0c2c906f""";"""17000000000000000000000000000"""
"""0xf7e6ef08edb452f223e7d6f33a32981f813d6a70""";"""16805904584463830652648898910"""
"""0xab7d34c34951ea96a7373592ef5e9cbfe23163ac""";"""16600035459801032602968001414"""
"""0x57d24b3abb86a45c6f572195b92687ba5a8b1cb3""";"""15948030997702850779560262920"""
"""0xbeade3d2319e7b19b9ec957c0143a7eb3e59ab6d""";"""15457051024462241956248704191"""
"""0xee07409aef4feb169cfa5356c2f8f099f4f0371d""";"""15221639864998034026607754019"""
"""0x78e108ae1af7c01e602b2cad5d80f54d47cf37a8""";"""15161715145718005600849285273"""
"""0xbba5348daaee3d3c66549f5a1ce394fd80584223""";"""15111150511812169915164380112"""
"""0xf8e9403fbe497ce2652cc7240ad92742bac8d0fa""";"""15000000000000000169568749608"""
"""0x2f7b302404d769121d624528573e315c3f620cd7""";"""14792982971740533558635783079"""
"""0x04b64e84b113bc8e0cb8b05d79f64f71a668c921""";"""14779933117784562887525269498"""
"""0xbe20cdce3956da505ce53b606c00beb27212aa3d""";"""14615950270613308683999955599"""
"""0x1e230c702f383c474811f1db8f8a11ccc0859125""";"""14549913686575510561598447124"""
"""0x3b79cce609e2eb6847d7f7c4e9914127f381b460""";"""14528930972990682057460989282"""
"""0xeac3238d331a8e8e0e821a74c528ccd88a7ea948""";"""14442686886353394262281903378"""
"""0xa445989492c6aeece4bb65243fee1265122fb3ba""";"""14225544291088000000000000000"""
"""0x08c4e146e9e0935c627049cc21dfefbe9e384004""";"""14185402151998104051707245596"""
"""0x7976831bfe43deabd67bb8d060ea29c51dabab33""";"""14103980106753516660735761918"""
"""0xddaed03383a3edfb3ccee5434cbdb234a0d7daf6""";"""13102209180099623704914186716"""
"""0xdd47280d82f6e54d83c2a2185e9f31890080a080""";"""12632661565625796085420525914"""
"""0xce2dbe7e5a0b1862a20ead42c4a94b9cf6d1b4a6""";"""12606505599380000000000000000"""
"""0x2cce5ea7a8327715e8450239a7c035c73af97ca9""";"""12136323826000000000000000000"""
"""0x8ab2f276e76cae380e06c84ccae3c27b26e5d005""";"""12070237793278662025494453487"""
"""0x2120d7e48e1b85050b5d99ecd2e051841a46d081""";"""11832125672000000000000000000"""
"""0xe15f5a097eca5e71db406aadb3e0e8bf641ebc72""";"""11733580778368932988978386116"""
"""0xc9ba9377c14a7fe160d900d00b53d28e16ef32bc""";"""10828151790250264712689457383"""
"""0x64f60692ab24b3645f2b4fe6c5fd3e52a34ed4b6""";"""10515002445921691317765889759"""
"""0x7d0c772df9e28d5f1d5e915a2f16285c97154a1e""";"""10478693043310653834675490489"""
"""0xc0068548e9565489e34bbfeca367815075f00aae""";"""10000000000000000199378959441"""
"""0xd4f69d02ef082f612558588d103994a7e3cf29c9""";"""10000000000000000152943987048"""
"""0x69c0e470bb6b2235e58fa15165ea69251b123fc1""";"""10000000000000000000000000000"""
"""0xc713fd01d182ba268fc4989fde652f7223451dc0""";"""9546702442000000000000000000"""
"""0xf4d37c6dcad844913e98c4294f88d261b5066cf9""";"""9457296280093768793242600323"""
"""0x5f1fc7b936135bd96071b96c52d65edbbd251ef0""";"""9283414805878000000000000000"""
"""0xe2c326f08ab0d7a009fdb20ebf92e2596c6b3e59""";"""8753919500104506385841694920"""
"""0x740dbc322c93adad12190e2bb3ac665cf3fc351f""";"""8643848965109627960668585501"""
"""0x81c7889e9cbb15a5ef9cc319c7f14248cba4dbd1""";"""8256711369060454744149749282"""
"""0xc141cf24fa3578307cba98eccdff7f6126c4036d""";"""6990302982325286403197874908"""
"""0x07291bdbe5dd2f5c58355d84153d3adaf150215d""";"""6932354154429740102372090991"""
"""0x987360a1c88ed913c00a4d97a0fc9595739920a0""";"""6892215156844624892335145618"""
"""0x1378cdfb817cffc1de09724af51a1e4960013d59""";"""6760144964717062020488837975"""
"""0x9a61d611a76fd1b9167037637e01d8df7398897d""";"""6327923915530000000000000000"""
"""0x56219204eaec0a98bd168304aeee6a9162500d11""";"""6021787229745479125763112407"""
"""0xfe5b434f2d641e71784850b1b6c9be523435dcd7""";"""5994132821440450627672082463"""
"""0x18db6c536ba894f010f21966659fbe316ea93cba""";"""5691489816350000000000000000"""
"""0xb6736d9bd67e3c4d13fa6bf05a04ab038f021867""";"""4997116197393020468511832962"""
"""0x6ca32b6b3c60f813b16feaf9491dac3af132ca64""";"""4417789181179899807398531732"""
"""0x059a4bddc08b078d459f2d681197c7b139494368""";"""4294587897104822343840955008"""
"""0x200176e9192df8503836e5c4175012a1b539f19c""";"""4153075073000000000000000000"""
"""0x84ed5b176fd6bf9e84dcda592f86b4c712f29f7b""";"""4127039677617065820829573806"""
"""0x4516490a147169cf51f1771e5a4d3f1aac6da487""";"""4091535412065468484580073085"""
"""0xb36ae17272b28e6257c54de3251417f5fead48e7""";"""3841761472500338500491440533"""
"""0x9bc9db752e8a97a09bfa64d33a62b670b8bc0302""";"""3797440604329288251151447547"""
"""0xe64dfe92895a87ae27362dbb79406d00a7f6b22e""";"""3755818432305593444236382723"""
"""0x44d86c485a10adebfb8f55854f53f61f034ad47e""";"""3738225515360537609979610454"""
"""0x2854749facdb677b4276108732961fb3c04f5e20""";"""3693645518119338743811158657"""
"""0x77b016d956c5180e7c3ff522e5733a757745651d""";"""3652632107542000000000000000"""
"""0x8df5b3e757005a13313e7d9e75d3c266fe1036a4""";"""3616602771480125066646245202"""
"""0x000000d40b595b94918a28b27d1e2c66f43a51d3""";"""3447064737257352841188468739"""
"""0x97ac58483128c220a3c77bb63dbdafd353517178""";"""3319796195140000000000000000"""
"""0x15c62100092ce39b93825313ccff2a7487ac3f07""";"""3063739912222178745722722839"""
"""0x6ec9ad1af19dd788b70fe2d84a9be2053014ea5d""";"""3062011319214871706409908705"""
"""0xb7ccf40fc66415798a00e9fcf4e2d5e93c8c3bc1""";"""2921617316905421565639074558"""
"""0x1b14179a6a3a3c6eea3f1cdca9fd051cf206d5f5""";"""2871130509004437092843487045"""
"""0x7d47005002ff05d6eb174aff2605d6623f1733ee""";"""2696459685158390964952276998"""
"""0x0af2c2b3f1c0e7bdbc28c0f1a320806685c92dc4""";"""2661879162681518297194136351"""
"""0xba060b8b7d605ef1072081219be4873c03bb78be""";"""2626805067254419831724908365"""
"""0x24f68c53f66fee2ae08a7a931a3921d7ace6344f""";"""2433784723344804325145439458"""
"""0x87f45d7b8398ba6d8567c64b7d13595d32cefd19""";"""2388886553419565565147077617"""
"""0x27f4ca0d64289097b0e089264346cc36d65293f4""";"""2349694846487985076143004485"""
"""0xc3c1ab595d94e7bb2ae647614330bd2d21789c26""";"""2292269559795110859201417297"""
"""0x9705732f5e8eef4cd5abe8eaa21bdd2f30c31353""";"""2251640659363095209523838037"""
"""0x4d5a515d213a2f921b4eae72d6fdd0e6b3f436d5""";"""2214722762120429636787654049"""
"""0x68250ee2c53478802e97c30685330f3259aad806""";"""2207437953816211639073491618"""
"""0xe0e74848a09cbf8a0eeefd19cfbf422793980df8""";"""2205815507959372289236288732"""
"""0x51279d8fa6ac2d82428bc4b3a946650a938c2ca1""";"""2169244975112035442068235262"""
"""0xbb0224e413340e8035510571937c62fe9ab79881""";"""2150363081155851926526645029"""
"""0xa58094fce0949ae26d20dc7d8870180e5e3bb805""";"""2125765821655166903793762766"""
"""0xb842dba3f662d43d9091f3049b208b3dca2b078e""";"""2108247260046513550249123650"""
"""0x25dcc97f2faa3fb2e984ebd458b3c53ac6fa0b3f""";"""2062345780546367326968006287"""
"""0xfed040f61fbe4427d72b89b838a67742445d645d""";"""2000867711551095408418237343"""
"""0xf851a6bd2956b7101352ce5b41db3194ac0e7a32""";"""2000000000249247275329855047"""
"""0x3ee7360a911f9fc01dd4ab7898990f7f63163f69""";"""2000000000000000000000000000"""
"""0xe2bc49bad2f4376318b88c7fed519a950e9905a8""";"""1953969224095771275413164886"""
"""0xe2b9a4ad91ad1a69151160691c1c8698fc0e49f8""";"""1874718114072740902302838791"""
"""0xc7a4e96b6767f71f0205d008da0d0739b38c30e7""";"""1785134162200307916900366172"""
"""0xa0847e6190120b33583fbc44000be3adae1c18aa""";"""1571691540572141612046772727"""
"""0x0aa680ebaa9b4831c8c0b79a5d3ce664dff201db""";"""1500000000000000000000000000"""
"""0xca6e9201ad1e3812299ba18941ee6e858c29284d""";"""1482703312000000000000000000"""
"""0x03afff09b99332286d3e4813ede77c35adf6daf1""";"""1471627653000040888743693544"""
"""0x00000047bb99ea4d791bb749d970de71ee0b1a34""";"""1399555570604300507339976909"""
"""0x8a3b5f082458828ed2b5d0dc4e38557c1b06ef07""";"""1365522291874103093602446162"""
"""0x5c78b5e5cad7f4ab58a8cc7de18a092beddd92b6""";"""1347329238673247695000732985"""
"""0xffaff54ed73affa9d05c9679f7a3ee0776b47a32""";"""1336597489857344109897234305"""
"""0xc91c8451f480416f4a03a1f66b99507d9fed6010""";"""1303740618936035370817427513"""
"""0x43555ce6cedb66c66faa1d9e5fc3e263a0a96b42""";"""1300356932372822187079793854"""
"""0x45a256058da045a90e2f5c5049c41c7cad4afecf""";"""1282431160629067706508570884"""
"""0xad2f2acee551974fa6251773047fca1ddbc51dfc""";"""1146017409529706857003391860"""
"""0x294bdc5d8c33a9c790a9ec372bfab23ef40d2c8d""";"""1126525244265901142223496544"""
"""0xdad6c68b13e336cfdc274f470258700938ba5808""";"""1081257193322619445681795528"""
"""0xd1b8dfd730612790e49f116b6ea4884aca0085a7""";"""1003898001036368563527839070"""
"""0x5e169a136ea366ec536f5b1ced542755d4af851f""";"""1000000000659294596097058627"""
"""0xed4219cef6d2ec4e46de149247cb7f0648ea03e2""";"""1000000000657443695369671847"""
"""0x66e8064c5f4d991db32d14ab9a9cca30caaf0fd7""";"""1000000000282867754700189835"""
"""0x79c71d09fd01f7ec81b7a61ad2d36e61d4225be6""";"""1000000000018744734793667573"""
"""0x089343c3bc57a2a24d60b5d6ef02d8b20b39403a""";"""1000000000000000168745060147"""
"""0xb19dfb07d0f9305cab8d69d1a963f8d6afdf2302""";"""1000000000000000000000000000"""
"""0xe480900e939fe9298c5ef54e085fbc8e495de10c""";"""1000000000000000000000000000"""
"""0x7c1f7d2ab291377a56230343f713a999e428c514""";"""861220145145890014144790115"""
"""0x31447a8a30f5b1f4a6cdd6b76039f42208b7978b""";"""790920382887035537381841481"""
"""0x6dc170f6e72935beb42df841c4337d7be7990766""";"""707214495279784659487789097"""
"""0xd2cdccb04a159fb5a187120c63b3fbbc54491562""";"""704779466183770148405715483"""
"""0xecd92ad62788a2fc144425f859abd081ff080472""";"""691823556657622347634442354"""
"""0x962542769ba70cca8fda3da42af8e2a7962d6d1d""";"""621153021046767816968351327"""
"""0x80b544f5480d7e7c5f2845fcf328604b0990b648""";"""619098174549662019881455191"""
"""0xb369b7d7a4e8f99c7a255b4498313002c2265dc8""";"""535371830964379099635045261"""
"""0xe7ac4529acc76dba1317b66ad18ada0d84ea157a""";"""485022613190157760361169224"""
"""0xa18c6c18ea63b6183a4505578cb0f549bd352ed9""";"""422165911916423175225347137"""
"""0x249b87cb94f30a09b32a9ffd954e1492c9ed810f""";"""362230000000000143866882616"""
"""0x0a2db0fb99c7121723c40781e8fcb9fb5ce03db4""";"""308655766147052297460131342"""
"""0x2aa0da548b363a398ce18ac011d920e7bd730269""";"""307534007656941911274854948"""
"""0x5e6de5b3d7adc0c75b744c041a70363700f845dd""";"""291576437000000000000000000"""
"""0x658a05f7af5cc682778f97ca15676370b4afaebc""";"""244040518800459169364636768"""
"""0x26a59404703d0570943aede96b55d05e4b9173a5""";"""226960602430107509491348840"""
"""0xba2eda6e4bb6d99048081290462481d3f7f14c73""";"""217792169792544719190699081"""
"""0x1528cc9f60c22561d3d7f422f630ad1e89b686d5""";"""177579040631347982115384420"""
"""0xdb39b67655e6e8827f8e9e6eea338bdb4541ae40""";"""169770363026585098458794236"""
"""0x4dcc2eeb63750e9d3eb67a37bf1c205769dd99c0""";"""100000000975393408880339343"""
"""0x60c436681e9e39b348ae486bb977d348a11f1e47""";"""100000000522869239493766649"""
"""0xb817848f6f2fe861cb9b3be5f73e9cb7e2fefee6""";"""100000000340944556758522220"""
"""0xa240d4c9a99c51291181cfcd214179b13a1f9814""";"""100000000261024337390027429"""
"""0x2fbe86948b5ed9a784fb80dde48285db141f023b""";"""100000000190979473353482659"""
"""0xf0f876c34c12a6f3b322119ddcfcea7c7adc386b""";"""100000000098334557870372248"""
"""0x0ab9c86ceb71830ade0188b6e1ac5072b3b8a8b4""";"""100000000024212180668057618"""
"""0xb474aa06e2e19aae5b75d3659340d391598a699e""";"""100000000000963098136589398"""
"""0xf345160d0949c25be324831cb157043ce630b18a""";"""100000000000009270104756842"""
"""0x192cdd8d4a618580f2649818c3e5978afee810b2""";"""100000000000000000000000000"""
"""0x254c65ecca2dab1e1362d613deb0fa768ad5b294""";"""100000000000000000000000000"""
"""0x3fa87b6ee89b4e022ad6f1af3fb0456f1661a133""";"""100000000000000000000000000"""
"""0x68d02fcb92aa70914c048d01a8f1c651cbdc09cd""";"""100000000000000000000000000"""
"""0x8fa5387f7034398288f337738b3144a09df4ee70""";"""100000000000000000000000000"""
"""0x9d02b56ab12bab279e3e4a1325607389447356e3""";"""100000000000000000000000000"""
"""0xedc316b59ebceb09792acc5020f16790a394d6db""";"""100000000000000000000000000"""
"""0xf959c8af622fe60d3d7af7c6001e183a2c961f4a""";"""100000000000000000000000000"""
"""0x89af492cdadb8e23ac61ee65aa49675b98171b05""";"""85470835881129017081114148"""
"""0xdc0c8e60e284bc734f9e5ac16f451a12a3cd44f5""";"""72390451670338889221703996"""
"""0x35cedd4890377a0c3e5767de37b6e5535367e246""";"""55986514099770710721108482"""
"""0x6c1c420c04f4d563d6588a97693af902b87be5f1""";"""54170398754103081550838225"""
"""0xa7dd3f68814f92ee35977fa147e3072760a3cf11""";"""45626815747990493906249072"""
"""0xece90d37729d7a1bec8aa6038509be2ddae19773""";"""607763174840814454326067"""
"""0x660000c7feae0027f565680000005c683400e700""";"""359758501030049346490124"""
"""0x00fc00900000002c00be4ef8f49c000211000c43""";"""325029041969176179454933"""
"""0x6b75d8af000000e20b7a7ddf000ba900b4009a80""";"""62205264720080479533364"""
"""0x00000000a991c429ee2ec6df19d40fe0c80088b8""";"""14167099448608935641088"""
"""0x25db1342c305022092809214aa9f8f74db2339ff""";"""10000000000001651041101"""
"""0x0096913d68a000311266250f0000000000e04c00""";"""18446744073709551616"""
"""0x0e7604eeefe4571b95cd87b535b68aca624ba7e1""";"""1416604210142575928"""
"""0xb336fbe46e7ba2aca408057084f0159a1e4edf16""";"""1016099476117837186"""
"""0x473f4068073cd5b2ab0e4cc8e146f9edc6fb52cc""";"""988490057374482927"""
"""0x928002eefca76b6905d1335fe66e0747043d88d4""";"""968073916650340272"""
"""0xc8b45a051e8bf87750a46c68a0ca5a3a5b8efac1""";"""933460202185508921"""
"""0x05dd0bef8881024a3f1dc5728742887648e88aac""";"""884735598097824135"""
"""0x41c12df4f516f3b10e33550e99192bd09e49dc11""";"""884641900803145498"""
"""0x56b082c827b61dd481a06240e604a13ed4738ec4""";"""884596387458704421"""
"""0x68f17e63526091ed6bcbaa8dc50f9df58db5c308""";"""856051011568979083"""
"""0x2f42d1dd17724f931de6f553abbef865533151fa""";"""774010614025993592"""
"""0x625f6b77eccabe47e2caf7394bdcef7d4788412a""";"""770588837111113167"""
"""0x1d97c0bb5dc445cdf3ae37827beefe79963dd5bc""";"""753155503271630252"""
"""0x9408cb4e0fe4215b2124b1de851befecc7d33ae3""";"""665388952774623107"""
