adresses;balances
"""0x9d34151abe8d1594e74f463d350840119ab0689b""";"""578401101742093625"""
"""0xded40cedd297c7d02e789660325ccf8f4eef8b10""";"""544091498448766822"""
"""0x3019050177efa1c4d59a036004141ac240bcdad1""";"""506061848711953396"""
"""0x8a95d0efbb0052638fe7f30eeef621045ac2f5b2""";"""502930952641748249"""
"""0xc0b14c62165582462cf8f82d5581b8c3c4e4c036""";"""493405296822034347"""
"""0x4c340768ecbb2a1a3eb3a7f9a9ac2822731c83b7""";"""490000000000000000"""
"""0x5a8ccda3aab2ae1d70d5c06d5e9bca5d2cd13d0c""";"""477922267461432546"""
"""0xa9d4ce5e0424f872e510c089a1e8eb7a0ac43660""";"""477288419653644996"""
"""0xe4bb2cf5fd9b2a5d7cc46e89af90037218f56a39""";"""427153321251074565"""
"""0x6d1d474de2ff099419aabb4ef479bf131ec8003b""";"""317704076768561588"""
"""0xf96a7c0ff871dd763b3aadcd95fd311c312c2a68""";"""288015556876868639"""
"""0x73d697863586eb244957de1ae7d54779afe838bb""";"""266534074702498948"""
"""0x0e5469d56f5f788ac8381d6c57226b2f5845fe03""";"""243479277675626976"""
"""0x1b06b44b14d26e130315f654540cb42c3a1e4672""";"""222937091594754550"""
"""0x1e3156357ea5a0779c8916895aee9d0b3a6b0894""";"""206401046364702662"""
"""0xcd9bf637b8a8a3a527120c92358159d2fc8cbc4d""";"""202277571585831185"""
"""0xed12edc5616fc2a0074c28bf3efd522b4833b9c0""";"""189843681156051822"""
"""0x1fb36220f92b1022ddec658ada94625d6b066649""";"""136269173849977223"""
"""0x6d9ef80eaea16b30e9ac8c39aed3ad623e0fcee6""";"""132291959959392617"""
"""0x5bc74a6fc497a23ad0d7c5ace88efe9a00e4905d""";"""127489688732815471"""
"""0x9174762be7d3f2e81d0803ad2314a2d0adc48d04""";"""114032762796390297"""
"""0x85531a2fe3c5a654962cb507362c0db38897367d""";"""110015110146241568"""
"""0x1d864e5ed4c87b2dace8dc8810c1eb465bfa4c8e""";"""100001000000000000"""
"""0xde9cdc75e902505d226e5098887a7d4bb219618a""";"""94328640014942494"""
"""0x7075e8236c7ba796fd80d32fd0e5f2992af6240a""";"""92059053073193152"""
"""0x7943f4c7386bcc2810ca5c5bc69621d43b071bf0""";"""2811774179221239"""
"""0x461a14cf9634deaa201910a67582c5f83f693ace""";"""1106680777838"""
"""0xbc4fc9c57633d0f2bf095feffb8ce0ff3c092ae2""";"""808273456835"""
"""0x2448eab5a368cc80871391701346add7cbb62766""";"""651405531220"""
"""0xb0000000aa4f00af1200c8b2befb6300853f0069""";"""182174489801"""
"""0x24d82ff7ce4eb1e296974334c9a50060a6d948cf""";"""163116051605"""
"""0x7993eaa15ed3a5e55574db27395ba3c04db3a2b4""";"""75860837756"""
"""0x51f54f50b849d1882743297af1914b65c48de49b""";"""70047623573"""
"""0xa31820e3aa903f51d67bb35e535ff21c4567b7ef""";"""58186945466"""
"""0x2498cd44f371ae29e37076babc5287009efcdb52""";"""8605709731"""
"""0xb12aa0288e33b363bae886d04c2ed790283721bf""";"""4832385573"""
"""0x1e1b07d1f3e809e766a5821ea33b373ed93e927a""";"""2267325756"""
"""0x249ff4dd60490a86b4d7176092fcd493dac88dfe""";"""1815488766"""
"""0x10ef4970b2b8640722558f1c14228a7d9f992071""";"""1"""
"""0x1111111254eeb25477b68fb85ed929f73a960582""";"""1"""
"""0x3a51a6a691d1f026c87c53cc56b535e10f0cb0e9""";"""1"""
"""0x53facee52e897740b140f5304e9cd9dc6238d735""";"""1"""
"""0x570984eb60a290cdcdcdbf84da319336693b7859""";"""1"""
"""0x738e79fbc9010521763944ddf13aad7f61502221""";"""1"""
"""0xc00c9b2388133f1812d3a5b85eb46bca1961801f""";"""1"""
"""0xcf4fedeb0e276a6d1032afff7333d796fb7ba272""";"""1"""
"""0xe7c769c1baf797349a77c6ff2d35c4f913060fe8""";"""1"""
"""0xf081470f5c6fbccf48cc4e5b82dd926409dcdd67""";"""1"""
